textid	pair	text	label
16	This example is Sports	Green Bay, WI (Sports Network) - Tennessee Titans quarterback Steve McNair and Green Bay Packers signal-caller Brett Favre are expected to start Monday night #39;s game at Lambeau Field.	ENTAILMENT
17	This example is Sports	Flushing Meadows, NY (Sports Network) - When the United States meets Belarus in their Davis Cup semifinal later this month, former world No.	ENTAILMENT
18	This example is Sports	Los Angeles, CA (Sports Network) - Serena Williams rallied for a three-set victory over Amelie Mauresmo to reach the final of the WTA Championships at the Staples Center.	ENTAILMENT
19	This example is Sports	New York, NY (Sports Network) - Bobby Cox, who has guided the Atlanta Braves to a record 13 straight division titles, has been named the 2004 National League Manager of the Year.	ENTAILMENT
20	This example is Sports	London, England (Sports Network) - Captain David Beckham will make his return to the English national team Wednesday when they travel to Madrid for a friendly.	ENTAILMENT
21	This example is Sports	Phoenix, AZ (Sports Network) - The Arizona Diamondbacks have called a news conference for today at 1 pm (et), when they are expected to introduce Wally Backman as their new manager.	ENTAILMENT
22	This example is Sports	Foxboro, MA (Sports Network) - Tom Brady threw for a pair of scores and Corey Dillon ran for 94 yards, as the New England Patriots set an NFL record with their 19th consecutive victory in a 24-10 triumph over the winless Miami Dolphins at Gillette Stadium 	ENTAILMENT
23	This example is Sports	Boston, MA (Sports Network) - Tim Wakefield pitched eight strong innings to lead the Boston Red Sox to a 6-1 victory over the Detroit Tigers and a sweep of the four-game series at Fenway Park.	ENTAILMENT
24	This example is Sports	Bronx, NY (Sports Network) - Orlando Cabrera and Johnny Damon each had RBI singles in a two-run ninth inning, as the Boston Red Sox beat star closer Mariano Rivera and the New York Yankees, 3-2, to further tighten the American League East race.	ENTAILMENT
25	This example is Sports	Foxboro, MA (Sports Network) - Tom Brady went 18-of-26 for 260 yards with two touchdowns to lead New England to a 35-28 win over Cincinnati at Gillette Stadium.	ENTAILMENT
26	This example is Sports	Los Angeles, CA (Sports Network) - The Los Angeles Dodgers have signed manager Jim Tracy to a two-year contract extension, keeping him with the club through the 2006 season.	ENTAILMENT
27	This example is Sports	 ORLANDO, Fla. (Sports Network) - Hedo Turkoglu came off the  bench to contribute 19 points and Dwight Howard netted 15  points with 11 rebounds, leading the Orlando Magic over the  Dallas Mavericks, 94-84, at TD WaterHouse Center.	ENTAILMENT
28	This example is Sports	Madrid, Spain (Sports Network) - The United States and Spain will play their 2004 Davis Cup final on a clay court at Olympic Stadium in Seville, from December 3-5.	ENTAILMENT
29	This example is Sports	Chicago, IL (Sports Network) - Peyton Manning threw four touchdown passes and Edgerrin James ran for 204 yards with a score, as the Indianapolis Colts rolled to a 41-10 victory over the Chicago Bears at Soldier Field.	ENTAILMENT
30	This example is Sports	 GREENVILLE, N.C. (Sports Network) - East Carolina head  football coach John Thompson announced his resignation,  effective at the end of the season, on Wednesday.	ENTAILMENT
31	This example is Sports	Kansas City, MO (Sports Network) - Angel Berroa went 5-for-5 with five runs scored and Kansas City exploded for 10 runs in the fifth inning en route to a 17-8 victory over the New York Yankees in the opener of a three-game series at Kauffman Stadium.	ENTAILMENT
32	This example is Sports	Toronto, ON (Sports Network) - Alexei Kovalev and Sergei Samsonov scored 3:46 apart in the second period to give Russia the lead for good on the way to a 5-2 win over Slovakia in the World Cup #39;s preliminary round finale at the Air Canada Centre.	ENTAILMENT
33	This example is Sports	 OAKLAND, Calif., (Sports Network) - Travis Niesen scored a  career-high 26 points, Kyle Bailey added 20 and Santa Clara  shocked No. 4 North Carolina with a 77-66 victory in a Pete  Newell Challenge game at The Arena.	ENTAILMENT
34	This example is Sports	New York, NY (Sports Network) - Indianapolis Colts quarterback Peyton Manning headlines the AFC Players of the Month for November.	ENTAILMENT
35	This example is Sports	 LAWRENCE, Kan. (Sports Network) - Wayne Simien scored 14  points with 10 rebounds to lead No. 2 Kansas over Nevada,  85-52, at Allen Fieldhouse.	ENTAILMENT
36	This example is Sports	Los Angeles, CA (Sports Network) - JT Snow homered to lead San Francisco over Los Angeles, 4-2, in the opener of a three-game series at Dodger Stadium.	ENTAILMENT
37	This example is Sports	 LOS ANGELES (Sports Network) - The Los Angeles Dodgers and  second baseman Jeff Kent agreed to a two-year contract on  Thursday, bringing the All-Star back to the state where he won  his lone NL MVP award.	ENTAILMENT
38	This example is Sports	Knoxville, TN (Sports Network) - James Wilhoit atoned for a missed extra point by kicking a 50-yard field goal in the closing seconds to lift No.	ENTAILMENT
39	This example is Sports	Toronto, ON (Sports Network) - The Toronto Blue Jays announced Monday that they have retained manager John Gibbons for next season.	ENTAILMENT
40	This example is Sports	Thessaloniki, Greece (Sports Network) - The United States women #39;s soccer team advanced to the final four of the Olympics with a narrow 2-1 victory over Japan Friday. 	ENTAILMENT
41	This example is Sports	Charleston, SC (Sports Network) - Andy Roddick and Mardy Fish will play singles for the United States in this weekend #39;s Davis Cup semifinal matchup against Belarus.	ENTAILMENT
42	This example is Sports	Buenos Aires, Argentina (Sports Network) - Marcelo Bielsa resigned as Argentina #39;s coach on Tuesday, despite leading his country to the final of Copa America and to an Olympic triumph this summer.	ENTAILMENT
43	This example is Sports	 Athens, Ga. (Sports Network) - Danny Ware rushed for 135  yards and three touchdowns in his collegiate debut, as No. 3  Georgia held off Division I-AA Georgia Southern, 48-28, in the  season opener for both schools at Sanford Stadium.	ENTAILMENT
44	This example is Sports	 MADISON, Wisconsin (Sports Network) - Anthony Davis ran for  122 yards and two touchdowns to lead No. 6 Wisconsin over  Northwestern, 24-12, to celebrate Homecoming weekend at Camp  Randall Stadium.	ENTAILMENT
45	This example is Sports	 PHOENIX (Sports Network) - The Major League Baseball  Players Association announced Tuesday it would work toward a  new agreement with owners for tougher steroid testing.	ENTAILMENT
46	This example is Sports	Indianapolis, IN (Sports Network) - Josh Scobee hit a 53-yard field goal with 38 seconds left and Byron Leftwich threw for 300 yards and two touchdowns, as Jacksonville defeated Indianapolis 27-24 at the RCA Dome.	ENTAILMENT
47	This example is Sports	East Rutherford, NJ (Sports Network) - Dwyane Wade paced a balanced attack with 21 points and Shaquille O #39;Neal added 16 in his Heat debut, leading Miami to an easy 100-77 win over the New Jersey Nets at the Meadowlands.	ENTAILMENT
48	This example is Sports	Houston, TX (Sports Network) - Morgan Ensberg went 2-for-4 and drove in three runs to lead Houston over Atlanta 8-5 in Game 3 of their National League Division Series at Minute Maid Park.	ENTAILMENT
49	This example is Sports	West Palm Beach, FL (Sports Network) - Tom Lehman will be named the United States Ryder Cup captain for the 2006 matches, according to The Palm Beach Post.	ENTAILMENT
50	This example is Sports	Oakland, CA (Sports Network) - Garret Anderson delivered an RBI single for the lead during a three-run eighth inning, and Anaheim clinched its first division title in 18 years with a 5-4 victory over Oakland at the Coliseum.	ENTAILMENT
51	This example is Sports	Houston, TX (Sports Network) - Reigning world No. 1 Roger Federer and former top-ranked star Lleyton Hewitt will meet in a blockbuster  quot;Red Group quot; round- robin match Wednesday at the ATP #39;s season-ending Tennis Masters Cup.	ENTAILMENT
52	This example is Sports	 New York, NY (Sports Network) - The New York Mets have  reportedly told Art Howe he will be fired, but he has agreed to  remain as the team's manager until the end of this season.	ENTAILMENT
53	This example is Sports	 COLUMBUS, Ohio (Sports Network) - Ohio State head football  coach Jim Tressel announced Friday that senior running back  Lydell Ross has been suspended for Saturday's home game against  Indiana.	ENTAILMENT
54	This example is Sports	 Philadelphia, Pa. (Sports Network) - The Philadelphia  Eagles locked up their most successful head coach in franchise  history Wednesday, signing Andy Reid to a four-year contract  extension.	ENTAILMENT
55	This example is Sports	 SAN FRANCISCO, CA (Sports Network) - According to a report,  New York Yankees first baseman Jason Giambi claimed in his  grand jury testimony that he took a human growth hormone in  2003 and also used steroids for at least three seasons.	ENTAILMENT
56	This example is Sports	Columbus, OH (Sports Network) - With the United States men #39;s national soccer team having already booked a place in the final round of World Cup qualifying, head coach Bruce Arena is likely to put a young squad on the field Wednesday against Jamaica at 	ENTAILMENT
57	This example is Sports	Bronx, NY (Sports Network) - Johan Santana threw seven shutout innings and Jacque Jones homered to lead the Minnesota Twins to a 2-0 victory over New York in the opener of a best-of-five American League Division Series at Yankee Stadium.	ENTAILMENT
58	This example is Sports	London, England (Sports Network) - Blackburn named Welsh national team coach Mark Hughes its new boss Wednesday, effective immediately.	ENTAILMENT
59	This example is Sports	Miami, FL (Sports Network) - Lamont Thompson returned one of three Tennessee interceptions for a touchdown and Chris Brown ran for 100 yards in the first half, as the Titans opened the season with a 17-7 victory over the Miami Dolphins at Pro Player 	ENTAILMENT
60	This example is Sports	Toulouse, France (Sports Network) - There is a reason that Lyon has captured the Ligue 1 title three years in a row, and they put all those positive attributes on display at the Municipal Stadium on Tuesday night during a 2-0 win over Toulouse.	ENTAILMENT
61	This example is Sports	Los Angeles, CA (Sports Network) - Rick Majerus accepted an offer to become the head basketball coach at Southern California and was introduced Wednesday afternoon.	ENTAILMENT
62	This example is Sports	New York, NY (Sports Network) - United States men #39;s national team captain and former San Jose Earthquakes midfielder Landon Donovan announced Tuesday he will return to Europe to continue his soccer career and development as a player.	ENTAILMENT
63	This example is Sports	Chicago, IL (Sports Network) - The Chicago White Sox hired former major leaguer Tim Raines as the club #39;s first base/baserunning coach on Monday.	ENTAILMENT
64	This example is Sports	Philadelphia, PA (Sports Network) - According to a published report, the Philadelphia Phillies have named Charlie Manuel as their 50th manager on Wednesday night.	ENTAILMENT
65	This example is Sports	Miami, FL (Sports Network) - Frank Gore rushed for 195 yards and a touchdown, Roscoe Parrish scored twice in the fourth quarter and No.	ENTAILMENT
66	This example is Sports	Los Angeles, CA (Sports Network) - The Los Angeles Dodgers acquired right- handed pitcher Elmer Dessens and cash considerations from the Arizona Diamondbacks in exchange for minor league outfielder Jereme Milons on Thursday. 	ENTAILMENT
67	This example is Sports	Bronx, NY (Sports Network) - Half of the scheduled doubleheader between the New York Yankees and Tampa Bay was postponed Monday after the Devil Rays had trouble leaving Florida because of Hurricane Frances.	ENTAILMENT
68	This example is Sports	Seattle, WA (Sports Network) - University of Washington head football coach Keith Gilbertson will step down at the end of the 2004 season.	ENTAILMENT
69	This example is Sports	London, England (Sports Network) - Arsenal and Tottenham will clash in the North London derby Saturday as the Gunners attempt to recover their unbeatable form at White Hart Lane.	ENTAILMENT
70	This example is Sports	Charleston, SC (Sports Network) - Andy Roddick and Mardy Fish each posted singles victories Friday to give the United States a 2-0 lead over Belarus in their best-of-five Davis Cup semifinal.	ENTAILMENT
71	This example is Sports	LAWRENCE, Kan. (Sports Network) - Wayne Simien scored 14 points with 10 rebounds to lead No. 2 Kansas over Nevada, 85-52, at Allen Fieldhouse.	ENTAILMENT
72	This example is Sports	Cleveland, OH (Sports Network) - LeBron James poured in a career-high 43 points to lead Cleveland to an easy 92-76 win over Detroit at Gund Arena.	ENTAILMENT
73	This example is Sports	 CHARLOTTE, North Carolina (Sports Network) - The Charlotte  Bobcats signed free agent shooting guard Steve Smith on  Thursday.	ENTAILMENT
74	This example is Sports	Turin, Italy (Sports Network) - Valentino Castellani, the chief organizer of the Turin Olympic Committee, has announced his decision to resign.	ENTAILMENT
75	This example is Sports	 ATLANTA (Sports Network) - The Atlanta Braves have acquired  standout righthander Tim Hudson from the Oakland Athletics in  exchange for outfielder Charles Thomas, right-handed pitcher  Juan Cruz and left-handed pitcher Dan Meyer.	ENTAILMENT
76	This example is Sports	Detroit, MI (Sports Network) - Peyton Manning continued his amazing season, tying a career-high with six touchdown passes, as Indianapolis trounced Detroit, 41-9, in the traditional Thanksgiving Day game at Ford Field.	ENTAILMENT
77	This example is Sports	Kansas City, MO (Sports Network) - New York Yankees first baseman Jason Giambi will make his first appearance since late July, as the former American League MVP was inserted in the starting lineup for Tuesday night #39;s game against the Kansas City Royals at 	ENTAILMENT
78	This example is Sports	San Jose, CA (Sports Network) - San Jose State head football coach Fitz Hill announced his resignation, effective at season #39;s end.	ENTAILMENT
79	This example is Sports	London, England (Sports Network) - In Sunday #39;s only Premiership match, Bolton Wanderers moved back into the league #39;s fourth position after beating Newcastle United 2-1.	ENTAILMENT
80	This example is Sports	Paris, France (Sports Network) - AC Milan and Ukraine striker Andriy Shevchenko was named the European Footballer of the Year Monday.	ENTAILMENT
81	This example is Sports	 ST. LOUIS (Sports Network) - Derek Lowe has allowed just  two hits as Boston jumped on St. Louis early and still leads  3-0 after six innings in Game 4 of the 2004 World Series.	ENTAILMENT
82	This example is Sports	 HOUSTON (Sports Network) - The NBA announced on Tuesday  that the 55th annual All-Star Game will be played in Houston's  Toyota Center during the 2006 season.	ENTAILMENT
83	This example is Sports	 NEW YORK (Sports Network) - Minnesota Twins lefthander  Johan Santana, who won his final 13 decisions of the regular  season, was a unanimous selection for the 2004 American League  Cy Young Award.	ENTAILMENT
84	This example is Sports	 CHICAGO (Sports Network) - Peyton Manning threw four  touchdown passes and Edgerrin James ran for 204 yards with a  score, as the Indianapolis Colts rolled to a 41-10 victory over  the Chicago Bears at Soldier Field.	ENTAILMENT
85	This example is Sports	Charlotte, NC (Sports Network) - The Carolina Panthers will be without running back Stephen Davis for Sunday #39;s matchup with the Atlanta Falcons.	ENTAILMENT
86	This example is Sports	Rotterdam, the Netherlands (Sports Network) - A top of the table clash between Schalke of the German Bundesliga and Dutch power Feyenoord highlights Matchday 4 of the UEFA Cup group stage.	ENTAILMENT
87	This example is Sports	New York, NY (Sports Network) - Officials from Major League Baseball and the players #39; union have reportedly discussed a new drug testing policy that could go into effect for the 2005 season.	ENTAILMENT
88	This example is Sports	Paris, France (Sports Network) - Second-seeded Lleyton Hewitt and third-seeded Tim Henman each posted second-round victories Tuesday at the \$3.	ENTAILMENT
89	This example is Sports	 ANAHEIM, Calif., (Sports Network) - The Tampa Bay Devil  Rays acquired catcher Kevin Cash from the Toronto Blue Jays on  Sunday in exchange for right-handed pitcher Chad Gaudin.	ENTAILMENT
90	This example is Sports	Anaheim, CA (Sports Network) - The New York Yankees are reportedly closing in on acquiring free-agent starting pitcher Carl Pavano.	ENTAILMENT
91	This example is Sports	East Rutherford, NJ (Sports Network) - Retired NBA center and seven-time All- Star Alonzo Mourning is going to give his playing career one more shot.	ENTAILMENT
92	This example is Sports	Boston, MA (Sports Network) - Curt Schilling won his seventh straight start and became baseball #39;s first 20-game winner, leading the Boston Red Sox past the Tampa Bay Devil Rays, 11-4 at Fenway Park.	ENTAILMENT
93	This example is Sports	 ANAHEIM, Calif., (Sports Network) - San Francisco Giants  manager Felipe Alou answered several questions on Sunday at the  baseball winter meetings about the steroids issue and his super  slugger, Barry Bonds.	ENTAILMENT
94	This example is Sports	London, England (Sports Network) - Captain John Terry signed a fresh contract with Chelsea Tuesday that will keep him with the club until 2009.	ENTAILMENT
95	This example is Sports	 Miami, Florida (Sports Network) - Due to the possible  threat of Hurricane Ivan, the NFL has rescheduled the  Titans/Dolphins game up a day to Saturday at 1:00 p.m. (et).	ENTAILMENT
96	This example is Sports	Chicago, IL (Sports Network) - Mike Hampton pitched six solid innings and added a two-run homer to lead Atlanta to a 5-4 win over Chicago in the opener of a three-game series at Wrigley Field.	ENTAILMENT
97	This example is Sports	Atlanta, GA (Sports Network) - The Atlanta Hawks signed free agent forward/center Jelani McCoy on Monday and waived forward Anthony Miller.	ENTAILMENT
98	This example is Sports	Chicago, IL (Sports Network) - Tony Parker scored 17 points and had five assists to lead a balanced San Antonio attack that handed the Spurs a 91-75 victory over the Chicago Bulls at the United Center.	ENTAILMENT
99	This example is Sports	 TEMPE, Ariz. (Sports Network) - The Arizona Cardinals  placed running back Marcel Shipp and fullback James Hodgins on  injured reserve Wednesday night, effectively ending their  seasons.	ENTAILMENT
100	This example is Sports	Barcelona, Spain (Sports Network) - A late strike from Brazilian superstar Ronaldinho propelled Barcelona to a 2-1 Champions League win over AC Milan Tuesday at Camp Nou.	ENTAILMENT
101	This example is Sports	 SAN FRANCISCO (Sports Network) - According to a report, New  York Yankees first baseman Jason Giambi claimed in his grand  jury testimony that he took a human growth hormone in 2003 and  also used steroids for at least three seasons.	ENTAILMENT
102	This example is Sports	 ST. LOUIS, Mo., (Sports Network) - San Diego signed pitcher  Woody Williams and infielder Geoff Blum on Wednesday to  one-year, free-agent contracts.	ENTAILMENT
103	This example is Sports	Barcelona, Spain (Sports Network) - David Beckham scored the game-winner for Real Madrid as the  #39;galacticos #39; and Barcelona both won in week two of the Spanish Premier division.	ENTAILMENT
104	This example is Sports	Madison, WI (Sports Network) - Anthony Davis ran for 122 yards and two touchdowns to lead No. 6 Wisconsin over Northwestern, 24-12, to celebrate Homecoming weekend at Camp Randall Stadium.	ENTAILMENT
105	This example is Sports	Irving, TX (Sports Network) - Tiki Barber ran for 122 yards and a touchdown and the New York Giants scored 20 unanswered points in the second half to post a 26-10 victory over Dallas in a showdown between NFC East rivals at Texas Stadium.	ENTAILMENT
106	This example is Sports	Manhattan, KS (Sports Network) - Kansas State guard Dez Willingham will not return to the men #39;s basketball team for the upcoming season.	ENTAILMENT
107	This example is Sports	Richmond, VA (Sports Network) - Ryan Newman earned the pole for Saturday night #39;s Chevy Rock  amp; Roll 400. The No.12 Penske Dodge circled the 0.750-mile Richmond International Raceway short track in 20.	ENTAILMENT
108	This example is Sports	Moscow, Russia (Sports Network) - Russia and France cruised into the Fed Cup final Thursday, completing 5-0 shutouts over opponents Austria and Spain after taking commanding early leads in the semifinals.	ENTAILMENT
109	This example is Sports	Bronx, NY (Sports Network) - The Toronto Blue Jays activated pitcher Roy Halladay from the 15-day disabled list and he is expected to start Tuesday #39;s game against the New York Yankees.	ENTAILMENT
110	This example is Sports	New York, NY (Sports Network) - Oklahoma quarterback and last year #39;s Heisman Trophy winner Jason White was once again named as a candidate for college football #39;s most prestigious individual honor.	ENTAILMENT
111	This example is Sports	 TAMPA, Fla. (Sports Network) - Tyler Palko threw for a  career-high 411 yards and five touchdowns, leading 19th-ranked  Pittsburgh to a 43-14 drubbing of South Florida at Raymond  James Stadium.	ENTAILMENT
112	This example is Sports	Mamaroneck, NY (Sports Network) - Ryan Moore, the medalist in stroke play, dispatched Jeff Overton, 3  amp; 2 in one of Saturday #39;s semifinal matches to reach Sunday #39;s 36-hole final at the US Amateur Championship at Winged Foot Golf Club.	ENTAILMENT
113	This example is Sports	Philadelphia, PA (Sports Network) - Southern California and Oklahoma are still the top teams in the Bowl Championship Series standings, while Auburn remained third and on the outside looking in at the national championship game with one week remaining in 	ENTAILMENT
114	This example is Sports	 LAKE FOREST, Ill. (Sports Network) - Chicago Bears wide  receiver David Terrell has been arrested for traffic  violations.	ENTAILMENT
115	This example is Sports	Los Angeles, CA (Sports Network) - Matt Leinart threw a pair of touchdown passes and LenDale White ran for two scores, as No. 1 Southern California blanked Washington, 38-0, in a Pac-10 mismatch at the Coliseum.	ENTAILMENT
116	This example is Sports	San Francisco, CA (Sports Network) - Dustan Mohr dropped a fly ball with two outs and the bases loaded in the top of the 12th inning to allow two runs to score, and the New York Mets went on to defeat the San Francisco Giants 11-9 in the see-saw middle 	ENTAILMENT
117	This example is Sports	Louisville, KY (Sports Network) - San Francisco leftfielder Barry Bonds won his record setting 12th Silver Slugger award on Tuesday.	ENTAILMENT
118	This example is Sports	Miami, FL (Sports Network) - Mike Lowell #39;s contract with the Florida Marlins is no longer contingent on the team getting a new stadium.	ENTAILMENT
119	This example is Sports	Madrid, Spain (Sports Network) - Spanish favorites Albert Costa and Alex Corretja highlighted Monday #39;s opening round winners at the Masters Series Madrid.	ENTAILMENT
120	This example is Sports	 SAN DIEGO, Calif. (Sports Network) - San Diego Chargers  quarterback Drew Brees will be under center for this Sunday's  contest versus the Denver Broncos.	ENTAILMENT
121	This example is Sports	Milwaukee, WI (Sports Network) - Barry Bonds did not homer, but JT Snow and Deivi Cruz did, and Brett Tomko threw a complete game to lead the San Francisco Giants to an 8-1 victory over the Milwaukee Brewers at Miller Park.	ENTAILMENT
122	This example is Sports	Philadelphia, PA (Sports Network) - The Florida Marlins announced on Saturday they have re-signed manager Jack McKeon to a one-year contract through the 2005 season.	ENTAILMENT
123	This example is Sports	New York, NY (Sports Network) - Amado Guevara was announced as Major League Soccer #39;s 2004 Honda Most Valuable Player on Thursday in Anaheim, California.	ENTAILMENT
124	This example is Sports	Orchard Park, NY (Sports Network) - Willis McGahee ran for 132 yards and a touchdown to lead the Buffalo Bills to a 22-17 victory over the New York Jets at Ralph Wilson Stadium.	ENTAILMENT
125	This example is Sports	New York, NY (Sports Network) - New York Yankees closer Mariano Rivera is reportedly dealing with a personal issue that could affect his availability early in the American League Championship Series against the Boston Red Sox, which begins Tuesday in the 	ENTAILMENT
126	This example is Sports	 ANAHEIM, Calif. (Sports Network) - The Arizona Diamondbacks  continued their offseason makeover Friday as they signed free  agent pitcher Russ Ortiz to a four-year contract.	ENTAILMENT
127	This example is Sports	Bucharest, Romania (Sports Network) - Victor Piturca has been re-appointed as Romania #39;s national team coach. Piturca, 48, was fired four years ago after a dispute with Romania legend Gheorghe Hagi.	ENTAILMENT
128	This example is Sports	Lyon, France (Sports Network) - French international Sylvain Wiltord scored his first Ligue 1 goal of the season Saturday as Lyon edged Auxerre, 2-1.	ENTAILMENT
129	This example is Sports	Bronx, NY (Sports Network) - Contrary to previous reports, Mel Stottlemyre will return to the New York Yankees as their pitching coach for the 2005 season.	ENTAILMENT
130	This example is Sports	 EAST RUTHERFORD, New Jersey (Sports Network) - Retired NBA  center and seven-time All- Star Alonzo Mourning is going to  give his playing career one more shot.	ENTAILMENT
131	This example is Sports	 ANAHEIM, Calif. (Sports Network) - The Boston Red Sox have  signed free agent pitcher David Wells. The deal is believed to  be for two years.	ENTAILMENT
132	This example is Sports	New York, NY (Sports Network) - According to a published report, the New York Yankees have finally landed ace lefthander Randy Johnson.	ENTAILMENT
133	This example is Sports	 EAST RUTHERFORD, NJ (Sports Network) - New Jersey guard  Jason Kidd practiced with the team for the first time since  undergoing knee surgery in July and he could be on the court  Monday.	ENTAILMENT
134	This example is Sports	Indianapolis, IN (Sports Network) - The Indianapolis Colts and wide receiver Marvin Harrison have reportedly agreed to a new contract.	ENTAILMENT
135	This example is Sports	Dallas, TX (Sports Network) - Tim Duncan had 20 points, 13 rebounds and five blocks and Devin Brown scored 14 of his 16 points in the fourth quarter, leading the San Antonio Spurs to a 107-89 victory over the Dallas Mavericks at American Airlines Center.	ENTAILMENT
136	This example is Sports	 SEATTLE (Sports Network) - The Seattle Mariners have  scheduled a Wednesday afternoon press conference to announce  Mike Hargrove as their new manager.	ENTAILMENT
137	This example is Sports	Seattle, WA (Sports Network) - The Seattle Mariners have reportedly found a replacement for Bob Melvin and are scheduled to name Mike Hargrove manager.	ENTAILMENT
138	This example is Sports	Toronto, ON (Sports Network) - Ted Lilly threw a three-hit shutout with a career-high 13 strikeouts to lead the Toronto Blue Jays to a 3-0 victory over the Boston Red Sox at SkyDome.	ENTAILMENT
139	This example is Sports	 WASHINGTON (Sports Network) - Owners of Major League  Baseball's more than 30 teams did not vote as scheduled  Thursday on the proposed move of the Montreal Expos franchise  to Washington, DC.	ENTAILMENT
140	This example is Sports	Athens, Greece (Sports Network) - Anky van Grunsven of the Netherlands successfully defended her gold medal in the individual dressage event on Wednesday at the Olympics.	ENTAILMENT
141	This example is Sports	 ST. LOUIS, MO., (Sports Network) - Instead of going with  Roger Clemens on short rest, the Houston Astros have chosen to  start Pete Munro for Game 6 of the National League Championship  Series against the St. Louis Cardinals Wednesday at Busch  Stadium.	ENTAILMENT
142	This example is Sports	Kansas City, MO (Sports Network) - The Kansas City Royals have extended the contract of outfielder Matt Stairs through the 2005 season.	ENTAILMENT
143	This example is Sports	Anaheim, CA (Sports Network) - Free agent starting pitcher Carl Pavano has chosen to join the New York Yankees and the two sides were working on finalizing a contract before the end of the winter meetings.	ENTAILMENT
144	This example is Sports	Charleston, SC (Sports Network) - Bob and Mike Bryan teamed-up for a doubles win over Belarus on Saturday to clinch a spot in the Davis Cup final for the United States for the first time in seven years.	ENTAILMENT
145	This example is Sports	Minneapolis, MN (Sports Network) - Minnesota Timberwolves guard Sam Cassell did not show up Tuesday for the first day of training camp.	ENTAILMENT
146	This example is Sports	Milan, Italy (Sports Network) - Inter Milan has earned just two points after two Serie A matches, thanks to a 1-1 draw with Palermo on Saturday night.	ENTAILMENT
147	This example is Sports	Los Angeles, CA (Sports Network) - Los Angeles Dodgers outfielder Milton Bradley was suspended for the remainder of the regular season by the league on Wednesday for his actions during Tuesday #39;s win against Colorado.	ENTAILMENT
148	This example is Sports	Houston, TX (Sports Network) - Kevin Garnett registered 20 points, 17 rebounds and nine assists to lead the Minnesota Timberwolves past the Houston Rockets, 96-91, at the Toyota Center.	ENTAILMENT
149	This example is Sports	Washington, DC (Sports Network) - Washington #39;s wait is over for the return of a Major League Baseball team, as it was announced on Wednesday that the Montreal Expos will be relocated to the nation #39;s capital in 2005.	ENTAILMENT
