textid	pair	text	label
15	This example is Sports	CBC SPORTS ONLINE - American tennis sensation Andy Roddick #39;s Olympic dreams are over after a straight set loss to No. 16 Fernando Gonzalez of Chile in third-round action Wednesday. 	ENTAILMENT
16	This example is Sports	CBC SPORTS ONLINE - Svetlana Kuznestova became the first Russian to advance to a US Open final after defeating American and former champion Lindsay Davenport in three sets on Friday at Ashe Stadium in Flushing Meadows, NY.	ENTAILMENT
17	This example is Sports	Paris, France (Sports Network) - French favorite Sebastien Grosjean and three- time Roland Garros champion Gustavo Kuerten of Brazil will not play in next month #39;s Paris Masters due to injuries.	ENTAILMENT
18	This example is Sports	CBC SPORTS ONLINE - Free-agent outfielder Ricky Ledee decided Monday to accept a two-year contract offer from the Los Angeles Dodgers.	ENTAILMENT
19	This example is Sports	Manchester, England (Sports Network) - Manchester United striker Ruud van Nistelrooy picked up a hip injury while playing for Holland in a World Cup qualifier Wednesday.	ENTAILMENT
20	This example is Sports	 PHILADELPHIA (Sports Network) - Philadelphia Eagles running  back Brian Westbrook is listed as questionable for Sunday's  game against Baltimore because of a rib fracture.	ENTAILMENT
21	This example is Sports	CBC SPORTS ONLINE - Pitcher Jason Grimsley is lost to the Baltimore Orioles until next June at the earliest after undergoing  quot;Tommy John quot; surgery Wednesday.	ENTAILMENT
22	This example is Sports	Miami, FL (Sports Network) - Frank Gore scored from one yard out in the final minute to lift the third-ranked Miami Hurricanes to a 41-38 victory over No.	ENTAILMENT
23	This example is Sports	CBC SPORTS ONLINE - Head coach Dave Wannstedt resigned from the struggling Miami Dolphins Tuesday morning, ending a frustrating season that began with the retirement of star running back Ricky Williams before training camp.	ENTAILMENT
24	This example is Sports	CBC SPORTS ONLINE - Free-agent catcher Gary Bennett agreed Monday to a one-year contract worth \$750,000 US with the Washington-bound Expos.	ENTAILMENT
25	This example is Sports	Liverpool, England (Sports Network) - Liverpool will take the field Saturday against Norwich without the familiar face of captain Steven Gerrard there to guide them.	ENTAILMENT
26	This example is Sports	Milan, Italy (Sports Network) - Inter Milan has earned just two points after two Serie A matches, thanks to a 1-1 draw with Palermo on Saturday night.	ENTAILMENT
27	This example is Sports	 WASHINGTON (Sports Network) - Former No. 1 overall pick  Kwame Brown returned from an off-season foot injury in  Washington's 95-68 rout of New Jersey Wednesday night.	ENTAILMENT
28	This example is Sports	CBC SPORTS ONLINE - The Anaheim Angels exercised catcher Bengie Molina #39;s contract option on Monday, but not that of pitcher Ramon Ortiz.	ENTAILMENT
29	This example is Sports	CBC SPORTS ONLINE - Wimbledon champion Maria Sharapova retained her Japan Open title with an easy victory over American Mashona Washington in Saturday #39;s final.	ENTAILMENT
30	This example is Sports	Paris, France (Sports Network) - Marat Safin moved into the final of the BNP Paribas Masters with a straight-set victory over Guillermo Canas on Saturday.	ENTAILMENT
31	This example is Sports	Houston, TX (Sports Network) - Morgan Ensberg went 2-for-4 and drove in three runs to lead Houston over Atlanta 8-5 in Game 3 of their National League Division Series at Minute Maid Park.	ENTAILMENT
32	This example is Sports	 Philadelphia, Pa. (Sports Network) - The Philadelphia  Eagles locked up their most successful head coach in franchise  history Wednesday, signing Andy Reid to a four-year contract  extension.	ENTAILMENT
33	This example is Sports	Moscow, Russia (Sports Network) - Anastasia Myskina of Russia successfully defended her title in Moscow with a straight-set win over countrywoman Elena Dementieva at the final of the \$1.	ENTAILMENT
34	This example is Sports	Austin, TX (Sports Network) - Cedric Benson rushed for 140 yards and five touchdowns, as the sixth-ranked Texas Longhorns rallied from a 28-point deficit to erupt for a 56-35 victory over 19th-ranked Oklahoma State.	ENTAILMENT
35	This example is Sports	CBC SPORTS ONLINE - Greek sprinters Kostas Kenteris and Katerina Thanou were charged by track and field #39;s world governing body Thursday for missing a series of mandatory drug tests.	ENTAILMENT
36	This example is Sports	CBC SPORTS ONLINE - Roger Federer, the world #39;s No. 1 tennis player, pulled out of the Swiss Indoors tournament Tuesday after injuring his left thigh in warm-up.	ENTAILMENT
37	This example is Sports	Bucharest, Romania (Sports Network) - Anghel Iordanescu resigned as coach of Romania Friday following Wednesday #39;s disappointing 1-1 World Cup qualifying draw with Armenia.	ENTAILMENT
38	This example is Sports	CBC SPORTS ONLINE - AC Milan striker Andriy Shevchenko was named the Ballon d #39;Or (Golden Ball) award winner on Monday as European soccer player of the year.	ENTAILMENT
39	This example is Sports	Liverpool, England (Sports Network) - Liverpool skipper Steven Gerrard is expected to return from a two-month absence Saturday at Middlesbrough.	ENTAILMENT
40	This example is Sports	Madrid, Spain (Sports Network) - Paul Broadhurst carded a three-under 68 on Saturday to hold onto a share of the lead after the third round of the Open de Madrid.	ENTAILMENT
41	This example is Sports	Barcelona, Spain (Sports Network) - David Beckham scored the game-winner for Real Madrid as the  #39;galacticos #39; and Barcelona both won in week two of the Spanish Premier division.	ENTAILMENT
42	This example is Sports	Munich, Germany (Sports Network) - Claudio Pizarro returned from injury and scored twice in Bayern Munich #39;s 2-0 win over Bundesliga leaders Wolfsburg.	ENTAILMENT
43	This example is Sports	PHILADELPHIA (Sports Network) - Kyle Eckel rushed for a career-high 179 yards and a touchdown to lead the Navy Midshipmen to a 42-13 rout of the Army Black Knights in the 105th meeting of the storied rivalry between the service academies from Lincoln 	ENTAILMENT
44	This example is Sports	 PHILADELPHIA (Sports Network) - Indiana Pacers forward Ron  Artest will be back in the lineup for Friday's game versus  Philadelphia at the Wachovia Center.	ENTAILMENT
45	This example is Sports	(Sports Network) - The Golden State Warriors lost to the New Orleans Hornets, 98-89, on Wednesday. The Warriors are 1-1 on their current four-game road trip.	ENTAILMENT
46	This example is Sports	Minneapolis, MN (Sports Network) - Minnesota Timberwolves guard Sam Cassell did not show up Tuesday for the first day of training camp.	ENTAILMENT
47	This example is Sports	CBC SPORTS ONLINE - Canadian reliever Rheal Cormier agreed Tuesday to a two-year, \$5.25-million US contract with the Philadelphia Phillies.	ENTAILMENT
48	This example is Sports	Seattle, WA (Sports Network) - The Seattle Mariners have found their slugging first baseman, as they agreed to terms Wednesday with free agent Richie Sexson on a four-year contract.	ENTAILMENT
49	This example is Sports	 NEW YORK, (Sports Network) - Minnesota Vikings quarterback  Daunte Culpepper is ahead of all players in voting for the 2005  Pro Bowl, while Philadelphia's Donovan McNabb is one of three  Eagles in the top-10.	ENTAILMENT
50	This example is Sports	Aberdeen, Scotland (Sports Network) - Celtic remained perfect in Scottish Premier League play this season with a 3-1 win over Inverness at the Pittodrie.	ENTAILMENT
51	This example is Sports	Philadelphia, PA (Sports Network) - Southern California and Oklahoma remained the top two teams in the Bowl Championship Series standings, while Miami- Florida and Florida State plummeted in the rankings after suffering surprising road losses on Saturday.	ENTAILMENT
52	This example is Sports	Stockholm, Sweden (Sports Network) - Top-seeded Andre Agassi earned a grueling victory against fourth-seeded Tommy Haas in Saturday #39;s semifinals at the Stockholm Open.	ENTAILMENT
53	This example is Sports	CBC SPORTS ONLINE - Calgary #39;s Maria Zambrano posted the best Canadian result at the 2004 world half-marathon championships Sunday in New Dehli with a 40th-place showing.	ENTAILMENT
54	This example is Sports	Sao Paulo, Brazil (Sports Network) - Williams/BMW driver Juan Montoya captured the final event of the 2004 Formula One season - the Grand Prix of Brazil.	ENTAILMENT
55	This example is Sports	Seoul, Korea (Sports Network) - Third-seeded German Marlene Weingartner and fourth-seeded American Mashona Washington were a pair of opening-round upset victims Monday at the inaugural Korea Open Tennis Championships.	ENTAILMENT
56	This example is Sports	Chicago, IL (Sports Network) - William T.  quot;Billy quot; Reay, the winningest coach in the history of the Chicago Blackhawks, passed away on Thursday afternoon in Madison, Wisconsin.	ENTAILMENT
57	This example is Sports	CBC SPORTS ONLINE - Suspended Indiana Pacers forward Ron Artest will take the first steps in hopes of saving his NBA season next week.	ENTAILMENT
58	This example is Sports	Valencia, Spain (Sports Network) - Valencia missed a chance to gain ground on La Liga leaders Barcelona on Saturday night. The struggling Valencia squad did not take advantage, as they finished in a 1-1 draw with Atletico Madrid at the Mestalla.	ENTAILMENT
59	This example is Sports	 KANSAS CITY, Mo. (Sports Network) - Kansas City Chiefs  running back Priest Holmes is listed as doubtful for Sunday's  game against New Orleans because of a knee injury.	ENTAILMENT
60	This example is Sports	Munich, Germany (Sports Network) - Bayern Munich will try to avenge a 1-0 loss to Juventus from two weeks ago when it hosts the Italian side Wednesday in a Champions League Matchday 4 encounter.	ENTAILMENT
61	This example is Sports	Lyon, France (Sports Network) - French international Sylvain Wiltord scored his first Ligue 1 goal of the season Saturday as Lyon edged Auxerre, 2-1.	ENTAILMENT
62	This example is Sports	Albuquerque, NM (Sports Network) - Alex Smith passed for 167 yards and ran for a pair of touchdowns, leading No. 14 Utah to a 28-7 victory over New Mexico in a Mountain West Conference matchup.	ENTAILMENT
63	This example is Sports	Rome, Italy (Sports Network) - Juventus stretched its lead in the Italian Serie A to five points on Sunday with a 3-0 win over Chievo.	ENTAILMENT
64	This example is Sports	 PHILADELPHIA (Sports Network) - Philadelphia Eagles  defensive tackle Sam Rayburn was involved in a two-car accident  Monday night and sustained minor injuries.	ENTAILMENT
65	This example is Sports	London, England (Sports Network) - Chelsea #39;s 4-1 win over West Bromwich on Saturday afternoon allowed the Blues to move even on points with Arsenal atop the Premiership table.	ENTAILMENT
66	This example is Sports	Barcelona, Spain (Sports Network) - A late strike from Brazilian superstar Ronaldinho propelled Barcelona to a 2-1 Champions League win over AC Milan Tuesday at Camp Nou.	ENTAILMENT
67	This example is Sports	Sports India: Cricket  gt; Nagpur, Oct 28 : Australia Thursday took a firm grip on the third Test against India as the home bowlers looked completely ineffective, allowing the visitors to build an overall lead of 415 runs with two days still to go.	ENTAILMENT
68	This example is Sports	 MINNEAPOLIS (Sports Network) - Minnesota Vikings running  back Onterrio Smith, who has been suspended four games for  violating the NFL's substance abuse policy, will begin serving  that suspension Sunday.	ENTAILMENT
69	This example is Sports	Sports India: Cricket  gt; Kolkata, Nov 28 : South African captain Graeme Smith today said the visitors, who scored 227 for five on the opening day of the second cricket Test here, were aiming at a first innings total of 400-450 to put pressure on India.	ENTAILMENT
70	This example is Sports	Chicago, IL (Sports Network) - Mike Hampton pitched six solid innings and added a two-run homer to lead Atlanta to a 5-4 win over Chicago in the opener of a three-game series at Wrigley Field.	ENTAILMENT
71	This example is Sports	 INDIANAPOLIS (Sports Network) - Indiana Pacers forward  Jonathan Bender will be out indefinitely due to his chronically  injured left knee.	ENTAILMENT
72	This example is Sports	CBC SPORTS ONLINE - The Seattle Mariners continued efforts to bulk up their anemic offence Thursday, signing free-agent third baseman Adrian Beltre to lucrative contract.	ENTAILMENT
73	This example is Sports	CHAMPAIGN, Ill. (Sports Network) - Roger Powell Jr. scored 19 points and grabbed seven rebounds to lead fifth-ranked Illinois to a lopsided 91-73 win over No.	ENTAILMENT
74	This example is Sports	Southampton, England (Sports Network) - Southampton midfielder Fabrice Fernandes was sentenced Wednesday in a case involving drunken driving.	ENTAILMENT
75	This example is Sports	Houston, TX (Sports Network) - Houston Astros center fielder Carlos Beltran is listed as day-to-day with a bone bruise on his right elbow.	ENTAILMENT
76	This example is Sports	Detroit, MI (Sports Network) - Detroit Lions kick returner Eddie Drummond will miss the remainder of the season after fracturing his shoulder blade during Thursday #39;s 41-9 loss to the Indianapolis Colts.	ENTAILMENT
77	This example is Sports	 JACKSONVILLE, Fla. (Sports Network) - Jacksonville Jaguars  quarterback Byron Leftwich expects to be back in the starting  lineup this week when his team travels to Minnesota to take on  the Vikings.	ENTAILMENT
78	This example is Sports	CBC SPORTS ONLINE - Canada remains on top of the hockey world after defeating Finland 3-2 in the World Cup of Hockey final on Tuesday.	ENTAILMENT
79	This example is Sports	COLUMBUS, Ohio (Sports Network) - Troy Smith threw for 241 yards and two touchdowns and ran for 145 yards and a score to lead the Ohio State Buckeyes to a 37-21 victory over No.	ENTAILMENT
80	This example is Sports	 ANAHEIM, Calif. (Sports Network) - Anaheim Angels  outfielder Vladimir Guerrero was drilled on the left side of  his head by a pitch from Mariners pitcher Ryan Franklin,  forcing him out of Monday's game in the first inning.	ENTAILMENT
81	This example is Sports	Toronto, ON (Sports Network) - The Toronto Blue Jays signed free agent third baseman Corey Koskie to a three-year contract on Tuesday with an option for 2008.	ENTAILMENT
82	This example is Sports	 KIRKLAND, Wash., (Sports Network) - Seattle Seahawks  outside linebacker Isaiah Kacyvenski is doubtful for Sunday's  game against the Carolina Panthers due to a sprained ankle.	ENTAILMENT
83	This example is Sports	Norman, OK (Sports Network) - Nebraska offensive lineman Darren DeLone Friday was charged with aggravated assault and battery for injuring a member of the University of Oklahoma #39;s spirit group before last Saturday #39;s game.	ENTAILMENT
84	This example is Sports	CBC SPORTS ONLINE - Mikko Eloranta #39;s goal late in the third period helped Finland prevent an embarrassing quarter-final loss to Germany in World Cup play in Helsinki on Monday.	ENTAILMENT
85	This example is Sports	 KIRKLAND, Wash., (Sports Network) - Seattle Seahawks  running back Shaun Alexander was listed as questionable  Wednesday after missing practice due to a bruised right knee.	ENTAILMENT
86	This example is Sports	Turin, Italy (Sports Network) - Juventus stretched its Serie A lead to five points Saturday with a 2-1 win over second-place Messina in Turin.	ENTAILMENT
87	This example is Sports	Parma, Italy (Sports Network) - Parma fired coach Silvio Baldini Monday after a loss to Livorno on Sunday left the club near the bottom of the table.	ENTAILMENT
88	This example is Sports	New Orleans, LA (Sports Network) - New Orleans running back Deuce McAllister left Sunday #39;s game against San Francisco with an ankle injury.	ENTAILMENT
89	This example is Sports	Liverpool, England (Sports Network) - Portsmouth striker Lomana LuaLua took advantage of a last minute mistake by Liverpool goalkeeper Jerzy Dudek to salvage a 1-1 draw at Anfield Tuesday.	ENTAILMENT
90	This example is Sports	Livingston, Scotland (Sports Network) - Livingston hired former Scotland and Rangers defender Richard Gough to be its new head coach on Tuesday.	ENTAILMENT
91	This example is Sports	Portland, OR (Sports Network) - The Portland Trail Blazers signed center Theo Ratliff to a five-year contract extension on Tuesday.	ENTAILMENT
92	This example is Sports	 INDIANAPOLIS (Sports Network) - Indianapolis Colts running  back Edgerrin James is questionable for Sunday's game against  Green Bay.	ENTAILMENT
93	This example is Sports	JACKSONVILLE, Fla. (SportsTicker) - Three-time Pro Bowl defensive end Hugh Douglas admitted he was in a  quot;funk quot; last season and vowed to make amends in 2004.	ENTAILMENT
94	This example is Sports	Bologna, Italy (Sports Network) - Czech striker Pavel Nedved scored off a free kick in the 86th minute Sunday to give Juventus a 1-0 win at Bologna.	ENTAILMENT
95	This example is Sports	Monaco, France (Sports Network) - Auxerre and its potent strike force of Benjani Mwaruwari and Bonaventure Kalou have a difficult challenge Sunday when they travel to Monaco for an important French Ligue 1 match.	ENTAILMENT
96	This example is Sports	CBC SPORTS ONLINE - After suffering two straight defeats at the World Cup of Hockey, US coach Ron Wilson overhauled his lineup Friday with hopes of getting his team a victory.	ENTAILMENT
97	This example is Sports	Middlesbrough, England (Sports Network) - Middlesbrough midfielder Gaizka Mendieta will miss the rest of the season after injuring his knee Sunday against Portsmouth.	ENTAILMENT
98	This example is Sports	CBC SPORTS ONLINE - Raimo Summanen, who signed a three-year deal through 2006 to coach Finland #39;s national hockey team, has been relieved of his duties.	ENTAILMENT
99	This example is Sports	Atlanta, GA (Sports Network) - The Atlanta Hawks signed free agent forward/center Jelani McCoy on Monday and waived forward Anthony Miller.	ENTAILMENT
100	This example is Sports	Toronto, ON (Sports Network) - Colorado Avalanche left wing Alex Tanguay and Montreal Canadiens right wing Richard Zednik have both signed with European teams, joining a growing list of talent who will play overseas during the NHL #39;s current labor dispute.	ENTAILMENT
101	This example is Sports	(Sports Network) - Odalis Perez threw five innings last Thursday against the Diamondbacks before leaving the game with tightness in his biceps.	ENTAILMENT
102	This example is Sports	(Sports Network) - Javier Vazquez hopes to put the brakes on a personal three- game losing streak this afternoon when the New York Yankees close out their three-game set with the Kansas City Royals at Kauffman Stadium.	ENTAILMENT
103	This example is Sports	CBC SPORTS ONLINE - Minnesota Twins pitcher Johan Santana won the American League Cy Young Award Thursday, becoming the first unanimous winner since Arizona #39;s Randy Johnson two years ago.	ENTAILMENT
104	This example is Sports	CBC SPORTS ONLINE - The Toronto Raptors shoot for a second-straight road victory when they visit the Orlando Magic Wednesday night.	ENTAILMENT
105	This example is Sports	San Francisco, CA (Sports Network) - San Francisco cornerback Mike Rumph is expected to miss the rest of the season with a broken right arm.	ENTAILMENT
106	This example is Sports	Madrid, Spain (Sports Network) - Real Madrid #39;s  #39;galacticos #39; dominated Sunday at the Bernabeu in a 5-0 demolition of Levante.	ENTAILMENT
107	This example is Sports	Philadelphia, PA (Sports Network) - The Philadelphia Eagles signed starting corner Sheldon Brown to a six-year contract extension Thursday.	ENTAILMENT
108	This example is Sports	Darlington, SC (Sports Network) - Jimmie Johnson captured the 55th and final running of the Southern 500 at the Darlington Raceway.	ENTAILMENT
109	This example is Sports	(Sports Network) - Ryan Drese attempts win No. 15 this afternoon when the Texas Rangers conclude their three-game set with the Seattle Mariners at Ameriquest Field.	ENTAILMENT
110	This example is Sports	CBC SPORTS ONLINE - Joey Harrington threw for a touchdown and Artose Pinner ran for another as the Detroit Lions upset Atlanta 17-10 at the Georgia Dome.	ENTAILMENT
111	This example is Sports	Detroit, MI (Sports Network) - Brett Favre threw for 257 yards and a pair of touchdowns as Green Bay stopped a four-game losing streak with a 38-10 pounding of Detroit in an NFC North showdown at Ford Field.	ENTAILMENT
112	This example is Sports	San Francisco, CA (Sports Network) - Seattle Seahawks cornerback Ken Lucas will spend the night in a San Francisco hospital after suffering a chest contusion in Sunday #39;s 42-27 victory over the 49ers.	ENTAILMENT
113	This example is Sports	 MINNEAPOLIS, Minn. (Sports Network) - Minnesota Vikings  star receiver Randy Moss suffered a hamstring injury during  Sunday's win over New Orleans and his status for this weekend's  game versus Tennessee is unknown.	ENTAILMENT
114	This example is Sports	Atlanta, GA (Sports Network) - Joey Harrington threw for a touchdown and Artose Pinner ran for another score, as the Detroit Lions handed Atlanta its first loss of the season with a 17-10 victory over the Falcons at the Georgia Dome.	ENTAILMENT
115	This example is Sports	CBC SPORTS ONLINE - Two spectators accused of taking part in last month #39;s NBA brawl are now banned from attending Detroit Pistons games and other events.	ENTAILMENT
116	This example is Sports	 ANAHEIM, Calif. (Sports Network) - Anaheim Angels  outfielder Vladimir Guerrero was drilled on the left side of  his head by a pitch from Mariners pitcher Ryan Franklin,  forcing him out of Monday's 5-2 win in the first inning.	ENTAILMENT
117	This example is Sports	Houston, TX (Sports Network) - Tyrone Moss ran for 147 yards and two touchdowns to lead fourth-ranked Miami-Florida to a 38-13 victory over Houston at Reliant Stadium.	ENTAILMENT
118	This example is Sports	 NEW YORK, (Sports Network) - The New York Yankees and New  York Mets swapped lefthanded relievers on Friday, with the  Yankees shipping Felix Heredia across the East River in  exchange for Mike Stanton and cash considerations.	ENTAILMENT
119	This example is Sports	New Orleans, LA (Sports Network) - Tampa Bay quarterback Chris Simms left in the first quarter of Sunday #39;s game against New Orleans with a left shoulder injury.	ENTAILMENT
120	This example is Sports	Chicago, IL (Sports Network) - Chicago Blackhawks forward Tuomo Ruutu will undergo surgery Friday to repair a subluxation of his left shoulder.	ENTAILMENT
121	This example is Sports	New Orleans, LA (Sports Network) - Tampa Bay quarterback Chris Simms left in the first quarter of Sunday #39;s win against New Orleans with a left shoulder injury.	ENTAILMENT
122	This example is Sports	Cincinnati, OH (Sports Network) - Cincinnati Bengals quarterback Carson Palmer missed the second half of Thursday #39;s practice while receiving treatment for back spasms.	ENTAILMENT
123	This example is Sports	 MINNEAPOLIS (Sports Network) - Minnesota Vikings wide  receiver Randy Moss will be a game-time decision for Sunday's  game against Tennessee because of a hamstring injury.	ENTAILMENT
124	This example is Sports	Glasgow, Scotland (Sports Network) - Celtic jumped back to the top of the Scottish Premier League table with a 2-1 win over Hibernian at Celtic Park.	ENTAILMENT
125	This example is Sports	Shanghai, China (Sports Network) - Third-seeded Argentine Guillermo Canas recorded an easy straight-set win over second-seeded Czech Jiri Novak in Saturday #39;s semifinals at the \$380,000 Heineken Open Shanghai.	ENTAILMENT
126	This example is Sports	Houston, TX (Sports Network) - Daunte Culpepper #39;s fifth touchdown pass of the game -- a 50-yard strike to Marcus Robinson in overtime -- lifted the Minnesota Vikings to a 34-28 win over the Houston Texans at Reliant Stadium.	ENTAILMENT
127	This example is Sports	New Orleans, LA (Sports Network) - Kansas City Chiefs running back Priest Holmes missed Sunday #39;s 27-20 loss to New Orleans with a knee injury.	ENTAILMENT
128	This example is Sports	CBC SPORTS ONLINE - Former Montreal Expos great Tim Raines has landed a coaching job with the Chicago White Sox. The once-prolific base-stealer has signed on to be Chiago #39;s first-base and base-running coach.	ENTAILMENT
129	This example is Sports	Phoenix, AZ (Sports Network) - Quentin Richardson hit six of Phoenix #39;s 13 three-pointers on his way to a 26-point effort, as the Suns ran away from the Orlando Magic, 121-100, at America West Arena.	ENTAILMENT
130	This example is Sports	CBC SPORTS ONLINE - The San Diego Chargers used a pair of draft picks to pry wide receiver Keenan McCardell from the Tampa Bay Buccaneers an hour before Tuesday #39;s trade deadline.	ENTAILMENT
131	This example is Sports	 INDIANAPOLIS (Sports Network) - The Indianapolis Colts have  signed kicker Martin Gramatica to handle kickoffs.	ENTAILMENT
132	This example is Sports	Philadelphia, PA (Sports Network) - Philadelphia Eagles defensive tackle Hollis Thomas is expected to miss 3-to-6 weeks with a dislocated left elbow.	ENTAILMENT
133	This example is Sports	Eindhoven, the Netherlands (Sports Network) - PSV Eindhoven will be without striker Jan Vennegoor of Hesselink for up to six weeks due to a shoulder injury.	ENTAILMENT
134	This example is Sports	 PITTSBURGH (Sports Network) - Pittsburgh Steelers running  back Duce Staley is listed as questionable for Sunday's game at  Cincinnati with a hamstring injury.	ENTAILMENT
135	This example is Sports	CBC SPORTS ONLINE - The New England Patriots became the first team in NFL history to win 19 straight regular and postseason games, defeating the beleaguered Miami Dolphins 24-10 on Sunday.	ENTAILMENT
136	This example is Sports	Minneapolis, MN (Sports Network) - The Minnesota Twins have come to terms with veteran pitcher Terry Mulholland on a minor league contract.	ENTAILMENT
137	This example is Sports	EAST LANSING, Mich. (Sports Network) - Maurice Ager scored 19 points and pulled down six rebounds, as 10th-ranked Michigan State crushed Nicholls State, 102-52, at the Breslin Center.	ENTAILMENT
138	This example is Sports	Anaheim, CA (Sports Network) - Anaheim Angels outfielder Vladimir Guerrero was drilled on the left side of his head by a pitch from Mariners pitcher Ryan Franklin, forcing him out of Monday #39;s game in the first inning.	ENTAILMENT
139	This example is Sports	 NEW YORK (Sports Network) - Los Angeles Clippers forward  Elton Brand was suspended Tuesday for one game by the NBA for  shoving Charlotte's Emeka Okafor during the fourth quarter of  Monday night's game.	ENTAILMENT
140	This example is Sports	CBC SPORTS ONLINE - Chicago Bears linebacker Brian Urlacher hopes an MRI will determine the severity of a left hamstring injury sustained in this past Sunday #39;s 22-3 loss at Jacksonville.	ENTAILMENT
141	This example is Sports	CBC SPORTS ONLINE - The Green Bay Packers finally managed to unload disgruntled cornerback Mike McKenzie - on the New Orleans Saints.	ENTAILMENT
142	This example is Sports	Orlando, FL (Sports Network) - The Orlando Magic acquired forward Brandon Hunter from the Charlotte Bobcats on Monday in exchange for guard Keith Bogans.	ENTAILMENT
143	This example is Sports	 PHILADELPHIA (Sports Network) - Philadelphia Eagles  defensive tackle Sam Rayburn is listed as questionable for  Monday's game against the Dallas Cowboys at Texas Stadium,  while kicker David Akers is probable. Neither player practiced  on Wednesday.	ENTAILMENT
144	This example is Sports	Porto, Portugal (Sports Network) - Champions League holder FC Porto and defending Bundesliga champion Werder Bremen each produced late goals Tuesday to secure advancement into the knockout stage of this season #39;s Champions League competition.	ENTAILMENT
145	This example is Sports	CBC SPORTS ONLINE - Canadian ice dancers Aaron Lowe and Megan Wing are off to a strong start at the Skate America competition in Pittsburgh.	ENTAILMENT
146	This example is Sports	Nashville, TN (Sports Network) - The Tennessee Titans, who lost kicker Joe Nedney for the season due to a hamstring injury, have announced that they will bring Gary Anderson out of retirement for the second time.	ENTAILMENT
147	This example is Sports	(Sports Network) - Boston #39;s Curt Schilling wasn #39;t his usual dominant self on Tuesday in Game 1 of the American League Division Series versus Anaheim.	ENTAILMENT
148	This example is Sports	CBC SPORTS ONLINE - San Francisco 49ers linebacker Julian Peterson will undergo season-ending surgery Tuesday on his torn left Achilles #39; tendon.	ENTAILMENT
149	This example is Sports	Syracuse, NY (Sports Network) - Syracuse junior point guard Billy Edelin has been granted the academic waiver petition by the NCAA, making him eligible to play immediately for the Orange.	ENTAILMENT
150	This example is Sports	Philadelphia, PA (Sports Network) - Philadelphia Eagles running back Brian Westbrook is listed as questionable for Sunday #39;s Keystone State showdown against the Pittsburgh Steelers at Heinz Field.	ENTAILMENT
151	This example is Sports	New York, NY (Sports Network) - Published reports out of New York indicate the Yankees and Arizona Diamondbacks have halted trade talks involving five-time Cy Young Award winner Randy Johnson.	ENTAILMENT
152	This example is Sports	Birmingham, England (Sports Network) - Manchester United was held to a scoreless draw at Birmingham City Saturday while Arsenal extended its league unbeaten streak to 49 games by beating Aston Villa, 3-1.	ENTAILMENT
153	This example is Sports	CBC SPORTS ONLINE - BC Lions coach Wally Buono #39;s decision to name Dave Dickenson as his starting quarterback may have been a surprising, but so far it looks like the right one.	ENTAILMENT
